ID;VALEUR;DATE
3;26321.48;2019-04-08 14:32:27.0
3;26321.84;2019-04-08 14:32:31.0
3;26321.48;2019-04-08 14:32:33.0
3;26321.84;2019-04-08 14:32:34.0
3;26322.34;2019-04-08 14:32:37.0
3;26322.61;2019-04-08 14:32:43.0
3;26325.4;2019-04-08 14:32:48.0
3;26324.86;2019-04-08 14:32:54.0
3;26324.69;2019-04-08 14:32:57.0
3;26324.72;2019-04-08 14:33:07.0
3;26327.49;2019-04-08 14:33:08.0
3;26325.67;2019-04-08 14:33:21.0
3;26326.98;2019-04-08 14:33:28.0
3;26327.02;2019-04-08 14:33:35.0
3;26327.32;2019-04-08 14:33:45.0
3;26328.16;2019-04-08 14:34:06.0
3;26327.71;2019-04-08 14:34:08.0
3;26328.16;2019-04-08 14:34:10.0
3;26327.71;2019-04-08 14:34:11.0
3;26323.42;2019-04-08 14:34:17.0
3;26327.71;2019-04-08 14:34:18.0
3;26323.42;2019-04-08 14:34:20.0
3;26321.25;2019-04-08 14:34:25.0
3;26319.99;2019-04-08 14:34:32.0
3;26319.33;2019-04-08 14:34:40.0
3;26318.38;2019-04-08 14:34:49.0
3;26318.51;2019-04-08 14:34:51.0
3;26318.38;2019-04-08 14:34:52.0
3;26318.51;2019-04-08 14:34:53.0
3;26319.85;2019-04-08 14:34:56.0
3;26318.51;2019-04-08 14:34:57.0
3;26319.85;2019-04-08 14:34:59.0
3;26317.83;2019-04-08 14:35:03.0
3;26319.85;2019-04-08 14:35:05.0
3;26317.83;2019-04-08 14:35:06.0
3;26318.07;2019-04-08 14:35:09.0
3;26319.11;2019-04-08 14:35:13.0
3;26318.85;2019-04-08 14:35:19.0
3;26317.06;2019-04-08 14:35:23.0
3;26314.74;2019-04-08 14:35:30.0
3;26315.78;2019-04-08 14:35:32.0
3;26315.68;2019-04-08 14:35:39.0
3;26316.46;2019-04-08 14:35:41.0
3;26315.68;2019-04-08 14:35:42.0
3;26316.5;2019-04-08 14:35:43.0
3;26316.46;2019-04-08 14:35:45.0
3;26316.5;2019-04-08 14:35:46.0
3;26316.99;2019-04-08 14:36:03.0
3;26316.5;2019-04-08 14:36:05.0
3;26316.99;2019-04-08 14:36:06.0
3;26317.9;2019-04-08 14:36:09.0
3;26317.99;2019-04-08 14:36:15.0
3;26318.3;2019-04-08 14:36:19.0
3;26321.88;2019-04-08 14:36:24.0
3;26322.11;2019-04-08 14:36:30.0
3;26322.21;2019-04-08 14:36:35.0
3;26322.12;2019-04-08 14:36:39.0
3;26322.54;2019-04-08 14:36:44.0
3;26324.2;2019-04-08 14:36:46.0
3;26324.27;2019-04-08 14:36:51.0
3;26325.66;2019-04-08 14:36:56.0
3;26325.33;2019-04-08 14:36:59.0
3;26325.99;2019-04-08 14:37:00.0
3;26325.12;2019-04-08 14:37:09.0
3;26322.92;2019-04-08 14:37:16.0
3;26325.12;2019-04-08 14:37:18.0
3;26322.92;2019-04-08 14:37:19.0
3;26321.84;2019-04-08 14:37:27.0
3;26322.44;2019-04-08 14:37:32.0
3;26323.9;2019-04-08 14:37:36.0
3;26325.16;2019-04-08 14:37:41.0
3;26326.98;2019-04-08 14:37:51.0
3;26326.21;2019-04-08 14:38:06.0
3;26326.07;2019-04-08 14:38:12.0
3;26308.7;2019-04-08 15:13:09.0
3;26308.1;2019-04-08 15:13:18.0
3;26309.05;2019-04-08 15:13:24.0
3;26308.1;2019-04-08 15:13:27.0
3;26309.05;2019-04-08 15:13:28.0
3;26309.79;2019-04-08 15:13:34.0
3;26307.24;2019-04-08 15:13:41.0
3;26309.95;2019-04-08 15:13:48.0
3;26310.03;2019-04-08 15:14:03.0
3;26312.48;2019-04-08 15:14:11.0
3;26310.31;2019-04-08 15:14:22.0
3;26310.2;2019-04-08 15:14:28.0
3;26307.89;2019-04-08 15:14:38.0
3;26308.64;2019-04-08 15:14:47.0
